timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-02-17T19:40:48,codecarbon,dc3cceec-63cb-49c9-885f-73479c247726,5.429017066955566,1.911300931336505e-05,3.5205285003981517e-06,14.0,0.0,5.9028754234313965,2.110896944999695e-05,0,8.887184417132139e-06,2.999615386712909e-05,India,IND,,,,Windows-10-10.0.19045-SP0,3.12.0,2.3.4,8,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,,,,,15.74100112915039,machine,N,1.0
2024-02-17T19:41:21,codecarbon,80465517-a10b-4f5d-923a-f6eb87073264,16.831368923187256,5.9270782597245465e-05,3.521447534525416e-06,14.0,0.0,5.9028754234313965,6.54514479637146e-05,0,2.7568729312550982e-05,9.30201772762656e-05,India,IND,,,,Windows-10-10.0.19045-SP0,3.12.0,2.3.4,8,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,,,,,15.74100112915039,machine,N,1.0
